City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,nishinoomote,30.7333,131.0,27.94,85,91,12.79,JP,1724947793
361,dudinka,69.4058,86.1778,11.39,92,100,2.14,RU,1724947794
362,essaouira,31.5125,-9.77,22.38,76,0,11.88,MA,1724947795
363,agbabu,6.5886,4.8343,25.77,84,100,2.17,NG,1724947796
364,kittila,67.6647,24.8936,18.67,63,0,3.6,FI,1724947797
365,fort bragg,35.139,-79.006,34.34,56,0,2.57,US,1724947798
366,aras-asan,8.8908,126.3033,25.31,83,100,2.96,PH,1724947799
367,hengchun,22.0042,120.7439,29.28,77,93,2.84,TW,1724947800
368,san juan de miraflores,-12.1629,-76.9635,18.98,76,91,4.9,PE,1724947801
369,kongolo,-5.3833,27.0,33.42,31,83,2.45,CD,1724947802
370,mugia,43.1041,-9.2179,19.95,78,12,8.51,ES,1724947803
371,la mira,18.035,-102.3266,29.39,68,48,0.04,MX,1724947806
372,la'ie,21.6477,-157.9253,25.62,90,9,2.24,US,1724947807
373,yuzhno-kurilsk,44.0306,145.8556,18.53,99,100,2.0,RU,1724947808
374,port macquarie,-31.4333,152.9167,13.93,99,1,1.34,AU,1724947809
375,tidjikja,18.5564,-11.4271,38.43,30,6,3.34,MR,1724947810
376,alotau,-10.3069,150.4462,22.25,94,40,1.45,PG,1724947812
377,sechura,-5.5569,-80.8222,22.5,59,46,5.87,PE,1724947813
378,anna regina,7.2644,-58.5077,31.59,57,11,3.88,GY,1724947814
379,sangmelima,2.9333,11.9833,22.83,92,93,1.98,CM,1724947815
380,athni,16.7333,75.0667,23.16,87,90,5.75,IN,1724947817
381,yershov,51.3513,48.2766,25.55,27,94,1.38,RU,1724947818
382,severo-yeniseyskiy,60.3725,93.0408,10.03,97,39,2.23,RU,1724947819
383,capitao poco,-1.7464,-47.0594,35.22,32,35,3.18,BR,1724947820
384,svetlyy,54.675,20.1347,29.86,47,0,0.5,RU,1724947821
385,mazyr,52.0495,29.2456,28.7,28,58,3.05,BY,1724947822
386,lambarene,-0.7001,10.2406,26.48,68,100,2.23,GA,1724947823
387,bel air riviere seche,-20.2542,57.7453,21.49,74,75,9.52,MU,1724947824
388,ormara,25.2088,64.6357,26.92,88,62,3.01,PK,1724947544
389,cam ranh,11.9214,109.1591,27.98,83,40,1.03,VN,1724947826
390,haiku-pauwela,20.9219,-156.3051,23.91,92,40,5.14,US,1724947827
391,flin flon,54.7682,-101.865,17.94,71,100,1.92,CA,1724947828
392,sakaiminato,35.55,133.2333,26.29,87,100,6.34,JP,1724947830
393,mahibadhoo,3.7833,72.9667,28.35,77,54,4.26,MV,1724947831
394,zhosaly,45.4878,64.0781,24.79,23,0,3.94,KZ,1724947754
395,punta arenas,-53.15,-70.9167,7.06,76,0,9.77,CL,1724947836
396,mejit,10.2753,170.8646,28.09,79,77,5.55,MH,1724947837
397,az zubayr,30.3945,47.7011,38.92,19,0,6.69,IQ,1724947838
398,sosnovo-ozerskoye,52.5249,111.5418,7.98,89,4,3.62,RU,1724947839
399,halifax,44.6453,-63.5724,20.83,62,23,6.71,CA,1724947840
400,sarangani,5.4033,125.4636,27.3,77,100,4.9,PH,1724947777
401,itoman,26.1247,127.6694,30.01,89,20,6.69,JP,1724947843
402,valdivia,-39.8142,-73.2459,12.05,54,7,2.67,CL,1724947700
403,oleksandrivka,48.9634,32.2349,29.89,21,100,4.55,UA,1724947845
404,orichi,58.4036,49.0572,15.56,64,54,0.62,RU,1724947846
405,hami,42.8,93.45,33.72,15,6,5.61,CN,1724947847
406,juneau,58.3019,-134.4197,11.34,97,100,4.63,US,1724947848
407,begamganj,23.6,78.3333,24.7,88,69,2.55,IN,1724947849
408,nar'yan-mar,67.6713,53.087,7.39,84,91,5.08,RU,1724947850
409,mahajanga,-15.7167,46.3167,25.89,66,31,3.55,MG,1724947851
410,richards bay,-28.783,32.0377,13.25,69,100,5.9,ZA,1724947852
411,najran,17.4924,44.1277,32.2,16,51,3.57,SA,1724947853
412,west point,33.6076,-88.6503,33.26,52,40,0.0,US,1724947854
413,kill devil hills,36.0307,-75.676,31.01,66,0,2.06,US,1724947855
414,rongelap,11.1635,166.8941,28.13,78,75,4.06,MH,1724947857
415,hit,33.6416,42.8251,36.17,15,0,5.41,IQ,1724947858
416,cidreira,-30.1811,-50.2056,15.94,78,100,2.7,BR,1724947859
417,east tamworth,-31.0894,150.9436,5.77,87,0,3.6,AU,1724947860
418,sendafa,9.15,39.0333,13.45,90,99,2.06,ET,1724947861
419,selkirk,50.1436,-96.8845,17.88,94,100,0.45,CA,1724947777
420,rincon,32.296,-81.2354,32.19,73,75,1.54,US,1724947746
421,moranbah,-22.0016,148.0466,18.51,62,0,2.36,AU,1724947864
422,kavieng,-2.5744,150.7967,27.42,83,97,6.99,PG,1724947865
423,puerto leguizamo,-0.1934,-74.7819,33.52,40,3,1.14,CO,1724947866
424,chui,-33.6971,-53.4616,16.19,81,100,4.0,UY,1724947732
425,howard springs,-12.497,131.047,26.95,83,61,1.49,AU,1724947868
426,northam,51.0333,-4.2167,18.67,76,2,5.06,GB,1724947871
427,swakopmund,-22.6833,14.5333,13.88,77,0,0.45,NA,1724947632
428,torghay,49.6339,63.4981,26.02,41,28,3.54,KZ,1724947873
429,nizhnyaya omka,55.4338,74.9426,13.02,95,27,4.34,RU,1724947874
430,margate,51.3813,1.3862,23.26,54,0,4.53,GB,1724947875
431,inarajan village,13.2736,144.7484,28.54,92,99,5.87,GU,1724947876
432,la paz,-16.5,-68.15,14.99,44,20,3.09,BO,1724947697
433,kamba,11.8486,3.6576,28.32,73,87,4.34,NG,1724947878
434,shihezi,44.3,86.0333,19.17,69,100,1.57,CN,1724947879
435,queenstown,-31.8976,26.8753,7.0,25,0,3.23,ZA,1724947880
436,noosa heads,-26.3833,153.15,19.28,66,0,2.15,AU,1724947881
437,masuda,34.6667,131.85,27.21,83,100,6.99,JP,1724947883
438,kristiansund,63.1115,7.732,15.63,88,75,4.63,NO,1724947884
439,ganjam,19.3833,85.0667,26.83,88,100,2.03,IN,1724947885
440,sao vicente,-23.9631,-46.3919,22.21,26,1,3.07,BR,1724947886
441,kushiro,42.975,144.3747,19.45,100,100,0.52,JP,1724947887
442,chernomorskoye,45.5039,32.6997,25.7,58,32,8.49,UA,1724947888
443,nizhnesortymskiy,62.4397,71.7603,11.62,72,18,8.86,RU,1724947889
444,ponte de sor,39.2496,-8.0101,27.34,32,0,4.0,PT,1724947890
445,iranshahr,27.2025,60.6848,37.53,9,4,9.49,IR,1724947891
446,ta`u,-14.2336,-169.5144,25.73,76,100,7.2,AS,1724947892
447,fort-de-france,14.6089,-61.0733,28.97,79,75,4.63,MQ,1724947724
448,midvagur,62.0511,-7.1939,12.46,87,100,3.09,FO,1724947894
449,port isabel,26.0734,-97.2086,32.02,73,75,3.58,US,1724947895
450,weno,7.4515,151.8468,25.97,89,75,0.0,FM,1724947897
451,illintsi,49.1048,29.2177,25.78,38,99,0.66,UA,1724947898
452,weyburn,49.6668,-103.8511,11.58,74,99,4.95,CA,1724947899
453,vadso,70.0744,29.7487,13.09,71,99,5.66,NO,1724947900
454,contamana,-7.3333,-75.0167,35.86,32,3,1.2,PE,1724947901
455,eirunepe,-6.6603,-69.8736,37.68,28,0,0.76,BR,1724947902
456,raduzhny,62.0961,77.475,12.81,97,100,3.44,RU,1724947903
457,tibanbang,6.6315,126.1055,25.76,85,100,3.59,PH,1724947904
458,kuanda,56.3161,116.0806,8.94,84,44,1.79,RU,1724947905
459,ola,59.5833,151.2833,10.95,63,100,3.72,RU,1724947906
460,coracora,-15.0333,-73.7833,18.96,34,39,3.86,PE,1724947907
461,carloforte,39.145,8.3058,25.71,63,0,1.78,IT,1724947908
462,tosontsengel,48.7567,98.2839,12.06,50,44,1.93,MN,1724947909
463,tinajo,29.0788,-13.7081,26.49,57,40,11.83,ES,1724947911
464,prince rupert,54.3161,-130.3201,13.05,100,100,1.03,CA,1724947836
465,hasaki,35.7333,140.8333,25.46,93,100,4.28,JP,1724947914
466,palpa,-14.5336,-75.1856,22.48,48,61,2.82,PE,1724947915
467,kapa'a,22.0752,-159.319,26.18,87,75,4.12,US,1724947916
468,usakos,-22.0,15.6,28.08,9,0,6.81,NA,1724947917
469,kailua-kona,19.6406,-155.9956,26.44,73,20,1.54,US,1724947819
470,uttar char fasson,22.2332,90.7132,28.24,79,34,3.26,BD,1724947919
471,altai,46.3722,96.2583,18.21,33,100,1.73,MN,1724947920
472,timmins,48.4669,-81.3331,17.38,41,0,2.47,CA,1724947921
473,gadzhiyevo,69.2551,33.3362,13.15,73,43,2.75,RU,1724947922
474,perros-guirec,48.8145,-3.4396,19.27,63,0,3.6,FR,1724947924
475,laguna,38.421,-121.4238,21.47,70,0,2.57,US,1724947925
476,taggia,43.8485,7.8545,31.08,51,2,3.12,IT,1724947926
477,nuevitas,21.5453,-77.2644,29.29,77,98,5.82,CU,1724947927
478,maintirano,-18.0667,44.0167,24.67,67,72,5.41,MG,1724947928
479,teknaf,20.8624,92.3058,26.97,88,100,3.09,BD,1724947929
480,ha'il,27.5219,41.6907,37.01,19,0,4.12,SA,1724947834
481,pindi gheb,33.2402,72.2661,27.13,78,29,5.03,PK,1724947932
482,nasarawa,8.5294,7.7242,24.12,94,99,2.54,NG,1724947933
483,kerikeri,-35.2268,173.9474,12.73,91,100,0.45,NZ,1724947934
484,broome,42.2506,-75.833,22.46,88,100,0.45,US,1724947935
485,ust-tsilma,65.441,52.1498,11.38,85,97,3.48,RU,1724947938
486,yemetsk,63.4721,41.7941,15.53,74,54,1.56,RU,1724947939
487,amahai,-3.3333,128.9167,25.48,86,100,2.99,ID,1724947940
488,banda aceh,5.5577,95.3222,26.66,79,70,5.05,ID,1724947941
489,macusani,-14.0833,-70.4333,10.53,20,0,5.25,PE,1724947942
490,newman,37.3138,-121.0208,25.36,32,0,1.49,US,1724947943
491,crane,31.3974,-102.3501,27.23,59,12,6.99,US,1724947944
492,eraan,9.0629,117.7016,25.7,91,100,5.74,PH,1724947945
493,feijo,-8.1642,-70.3536,37.2,28,0,0.67,BR,1724947946
494,mariental,-24.6333,17.9667,22.5,14,0,3.67,NA,1724947947
495,okhotsk,59.3833,143.3,13.2,93,100,5.74,RU,1724947948
496,aleksandrovsk-sakhalinskiy,50.8975,142.1561,19.0,81,100,7.88,RU,1724947950
497,etinan,4.8426,7.8525,27.03,79,97,1.49,NG,1724947951
498,karimganj,24.8667,92.35,26.56,91,75,1.19,IN,1724947952
499,ishigaki,24.3448,124.1572,29.8,77,99,6.63,JP,1724947953
500,camiri,-20.05,-63.5167,27.88,36,3,0.0,BO,1724947954
501,angra do heroismo,38.65,-27.2167,23.94,69,99,1.13,PT,1724947956
502,saudarkrokur,65.7461,-19.6394,11.46,56,4,0.13,IS,1724947957
503,malango,-2.9627,119.9001,18.93,100,96,0.62,ID,1724947958
504,kendal,54.3268,-2.7476,14.93,84,39,6.12,GB,1724947960
505,idanre,7.1127,5.1159,24.59,82,100,1.39,NG,1724947961
506,oranjemund,-28.55,16.4333,14.54,54,0,11.99,NA,1724947963
507,eyl,7.9803,49.8164,25.86,79,46,11.94,SO,1724947964
508,bayside,40.8424,-124.0637,12.32,100,100,2.06,US,1724947965
509,raja,8.4596,25.678,23.99,91,89,1.2,SS,1724947966
510,yatou,37.15,122.3833,19.54,88,0,1.47,CN,1724947967
511,conduaga,8.862,117.4893,25.78,90,100,3.44,PH,1724947969
512,chandler,33.3062,-111.8412,35.09,33,40,4.12,US,1724947745
513,binji,13.2228,4.9096,30.84,56,96,5.17,NG,1724947971
514,inari,68.906,27.0288,16.48,66,100,1.64,FI,1724947972
515,santarem,-2.4431,-54.7083,31.07,70,20,4.12,BR,1724947951
516,sorong,-0.8833,131.25,25.27,91,100,4.32,ID,1724947975
517,twentynine palms,34.1356,-116.0542,32.92,19,0,0.71,US,1724947976
518,port shepstone,-30.7414,30.455,15.17,66,99,5.47,ZA,1724947977
519,guerrero negro,27.9769,-114.0611,22.44,68,6,6.28,MX,1724947978
520,alo,6.5486,4.2686,25.34,85,99,4.46,NG,1724947979
521,rafsanjan,30.4067,55.9939,29.98,25,1,6.84,IR,1724947980
522,ocean shores,46.9737,-124.1563,17.79,74,0,4.63,US,1724947907
523,saint-pierre,-21.3393,55.4781,21.82,68,20,3.09,RE,1724947983
524,soller,39.7662,2.7152,31.59,50,86,2.44,ES,1724947984
525,askoy,60.4092,5.226,15.16,94,75,3.09,NO,1724947985
526,dapchi,12.4904,11.4944,22.73,98,100,11.2,NG,1724947988
527,punta gorda isles,26.9176,-82.0784,32.03,71,40,5.66,US,1724947989
528,alenquer,-1.9417,-54.7383,35.72,33,20,2.43,BR,1724947990
529,codrington,-38.2667,141.9667,14.56,89,100,12.15,AU,1724947991
530,peniche,39.3558,-9.3811,22.89,80,21,7.63,PT,1724947992
531,guane,22.2025,-84.0875,31.63,63,63,4.51,CU,1724947993
532,puerto aysen,-45.4,-72.7,9.04,87,43,0.38,CL,1724947994
533,labuan,5.2767,115.2417,27.99,72,100,6.01,MY,1724947995
534,ust'-uda,54.1742,103.0304,10.45,92,7,0.57,RU,1724947996
535,tamanrasset,22.785,5.5228,30.95,23,40,6.69,DZ,1724947997
536,tadine,-21.55,167.8833,18.26,72,7,2.17,NC,1724947999
537,halvad,23.0167,71.1833,25.93,81,100,8.46,IN,1724948000
538,talcahuano,-36.7167,-73.1167,11.82,76,40,5.14,CL,1724948001
539,chandur,19.7333,79.1833,25.96,85,100,1.18,IN,1724948002
540,uliastay,47.7417,96.8444,14.89,38,52,2.84,MN,1724948003
541,gokwe,-18.2048,28.9349,24.61,17,18,1.23,ZW,1724948004
542,mount isa,-20.7333,139.5,13.87,58,7,0.0,AU,1724948005
543,i-n-salah,27.1935,2.4607,42.87,12,4,2.38,DZ,1724948006
544,torbat-e heydariyeh,35.274,59.2195,18.16,24,0,9.47,IR,1724948007
545,kambove,-10.8764,26.5969,26.33,21,11,1.35,CD,1724948008
546,lompoc,34.6391,-120.4579,14.23,100,100,0.0,US,1724947920
547,la sarre,48.8002,-79.1996,17.02,47,0,2.06,CA,1724948011
548,candelaria,13.9311,121.4233,24.29,98,100,2.08,PH,1724948013
549,palmer,42.1584,-72.3287,21.27,59,75,0.45,US,1724948014
550,olyokminsk,60.3736,120.4264,8.43,93,99,1.7,RU,1724948015
551,vila franca do campo,37.7167,-25.4333,25.23,61,98,1.47,PT,1724948016
552,kegen,43.0197,79.2203,11.44,59,98,1.57,KZ,1724948017
553,berdigestyakh,62.0989,126.6992,5.25,63,60,0.24,RU,1724948018
554,el calafate,-50.3408,-72.2768,4.67,70,100,2.9,AR,1724947907
555,selibaby,15.159,-12.1829,30.77,64,84,5.76,MR,1724948020
556,kuala belait,4.5833,114.1833,25.34,83,100,1.74,BN,1724948021
557,korla,41.7597,86.1469,30.49,26,100,7.92,CN,1724948022
558,colon,9.3592,-79.9014,33.53,71,95,3.44,PA,1724947908
559,la palma,33.8464,-118.0467,20.33,84,100,0.89,US,1724948024
560,at taj,24.2049,23.2857,36.25,23,26,10.47,LY,1724948025
561,taulaga,-11.0553,-171.0883,27.53,76,6,8.97,AS,1724948026
562,wad az zaki,14.4619,32.2065,26.87,73,100,2.96,SD,1724948028
563,ventspils,57.3894,21.5606,25.96,57,0,2.06,LV,1724948029
564,barcelos,41.5388,-8.6151,25.38,55,7,3.96,PT,1724948030
565,hardoi,27.4167,80.1167,29.68,66,25,0.68,IN,1724948031
566,tatarka,44.9589,41.9517,26.9,31,4,8.69,RU,1724948032
567,labrador city,52.9463,-66.9114,16.77,42,3,4.92,CA,1724947784
568,kodinsk,58.6881,99.1844,10.02,92,4,1.29,RU,1724948036
569,dalmatovo,56.26,62.9362,15.96,64,100,4.43,RU,1724948037
570,san luis de la loma,17.2706,-100.8939,30.15,59,22,1.72,MX,1724948038
571,puerto baquerizo moreno,-0.9,-89.6,21.55,83,75,8.23,EC,1724947744
572,podporozh'ye,60.9112,34.1706,17.61,67,48,1.91,RU,1724948041
573,machalpur,24.1333,76.3,25.21,86,17,2.97,IN,1724948042
574,dapa,9.7594,126.0531,27.69,79,100,5.3,PH,1724948043
575,revda,56.801,59.9303,12.54,76,99,2.17,RU,1724948044
576,sao paulo de olivenca,-3.3783,-68.8725,37.08,26,2,1.85,BR,1724948045
